countries,topics,section_title,enb_start_date,enb_short_title,subtype,actors,enb_url,enb_long_title,type,id,enb_end_date
"Russia|United States|China","","IN THE BREEZEWAYS","10-Nov-06","COP/MOP2","CORRIDORS","Group of 77","http://www.iisd.ca/vol12/enb12311e.html","UN Climate Change Conference – Nairobi 2006","","enb12311e_8","10-Nov-06"
"Finland|Senegal|United Kingdom","","AD HOC WORKING GROUP ON FURTHER COMMITMENTS FOR ANNEX I PARTIES UNDER THE KYOTO PROTOCOL","14-May-12","SB 36","","","http://www.iisd.ca/vol12/enb12546e.html","Bonn Climate Change Conference - May 2012","WORKING GROUP","enb12546e_6","25-May-12"
"Croatia|Canada","","OTHER MATTERS","01-Nov-01","COP-7","","European Union","http://www.iisd.ca/vol12/enb12181e.html","Seventh Conference of the Parties to the UN Framework Convention on Climate Change","","enb12181e_3","01-Nov-01"
"Niger|Nigeria","","HCFC-22/HFC-23:","11-Jun-11","SB 34","","","http://www.iisd.ca/vol12/enb12507e.html","UN Climate Change Conference June 2011","sbsta","enb12507e_10","11-Jun-11"
"Solomon Islands|Benin|New Zealand|Morocco|Norway|Tanzania|Australia|Maldives|Thailand|Spain|Turkey|Pakistan|Russia|Comoros|Ethiopia|Cuba|Hungary|Chile|Finland|Switzerland|Sudan|Canada|Macedonia|Indonesia|Mexico|Malaysia|Algeria|Venezuela|Saudi Arabia|Slovenia|Argentina|Chad|Kazakhstan|Russian Federation|Italy","IPCC Governance","ELECTIONS FOR THE VICE-CHAIRS OF THE WGS AND TFB","05-Oct-15","IPCC-42","","","http://www.iisd.ca/vol12/enb12645e.html","42nd Session of the Intergovernmental Panel on Climate Change (IPCC-42)","","enb12645e_20","08-Oct-15"
"","","Admission of observers","30-Nov-10","COP 16","","","http://www.iisd.ca/vol12/enb12488e.html","Cancún Climate Change Conference","","enb12488e_6","30-Nov-10"
"","","CAPACITY BUILDING UNDER THE CONVENTION (SBI):","09-Jun-08","SB-28","","","http://www.iisd.ca/vol12/enb12370e.html","Twenty-eighth Sessions of the UNFCCC Subsidiary Bodies, Second Session of the Ad Hoc Working Group Under the Convention, and fifth Session of the Ad Hoc Working Group Under the Kyoto Protocol","","enb12370e_5","09-Jun-08"
"Dominica|Dominican Republic|Gambia|China","","ARTICLE 6 OF THE CONVENTION (Education, training and public awareness)","01-Dec-10","COP 16","","Group of 77","http://www.iisd.ca/vol12/enb12489e.html","Cancún Climate Change Conference","","enb12489e_5","01-Dec-10"
"India|Bangladesh|United States|Gambia|Japan|Chile|Brazil|Mali|Colombia|Mexico|Nauru|Nepal|Philippines|Australia|Ecuador|Ethiopia|Singapore|Saudi Arabia|Peru|Norway|Switzerland|China|New Zealand","","Workstream 1","03-Jun-13","SB 38","","Independent association of Latin America and the Caribbean|Like Minded Group of Developing Countries|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12580e.html","Bonn Climate Change Conference - June 2013","","enb12580e_53","14-Jun-13"
"South Africa|United States|Saudi Arabia|New Zealand","","Guidelines under Protocol Articles 5, 7 and 8","24-Oct-02","COP-8","","European Union","http://www.iisd.ca/vol12/enb12202e.html","Eighth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12202e_5","24-Oct-02"
"","","FINANCE, TECHNOLOGY AND CAPACITY BUILDING DRAFTING GROUP:","05-Oct-10","AWGs","","","http://www.iisd.ca/vol12/enb12480e.html","Tianjin Climate Change Talks - October 2010","working group","enb12480e_8","05-Oct-10"
"","","Plenary discussion on the work of breakout groups","04-Mar-08","Workshop","","","http://www.iisd.ca/vol12/enb12355e.html","UNFCCC Expert Group Meeting on Methods and Tools and on Data and Observations under the Nairobi Work Programme on Impacts, Vulnerability and Adaptation to Climate Change (NWP)","","enb12355e_13","07-Mar-08"
"Solomon Islands|Senegal|Russian Federation|Algeria|Norway|Japan|China|Lesotho|Grenada|Thailand|Kenya|Indigenous Peoples|Sudan|Russia","Extension of the Kyoto protocol","CLOSING PLENARY :","28-Sep-09","AWGs","PLENARY","Group of 77|African Group|Alliance of Small Island States|European Union","http://www.iisd.ca/vol12/enb12439e.html","Bangkok Climate Change Talks - 2009","WORKING GROUP","enb12439e_7","09-Oct-09"
"Zambia|Spain|Uruguay|Indonesia|Burkina Faso","","Report of the Adaptation Fund Board (AFB)","04-Dec-14","COP 20","","","http://www.iisd.ca/vol12/enb12611e.html","Lima Climate Change Conference - December 2014","","enb12611e_10","04-Dec-14"
"Niger|Bahamas|United States|Australia|Brazil|Nigeria|Switzerland|China","","NON-ANNEX I COMMUNICATIONS:","05-Dec-08","COP/MOP3","","Group of 77|African Group","http://www.iisd.ca/vol12/enb12345e.html","United Nations Climate Change Conference - Bali","sbi","enb12345e_6","05-Dec-08"
"Australia|Brazil|New Zealand","","METHODOLOGICAL ISSUES","08-Dec-04","UNFCCC COP-10","","European Union","http://www.iisd.ca/vol12/enb12251e.html","Tenth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12251e_13","08-Dec-04"
"Brazil|Antigua and Barbuda|Denmark|Mexico|New Zealand|United Kingdom|Grenada","","ITEM 3 (Annex I further commitments) (AWG-KP)","08-Dec-10","COP 16","","","http://www.iisd.ca/vol12/enb12495e.html","Cancún Climate Change Conference","","enb12495e_9","08-Dec-10"
"United States|China","Post-Kyoto Agreements 1","DANCING TO ITS OWN TUNE","04-Jun-14","SB 40","","African Group|European Union","http://www.iisd.ca/vol12/enb12598e.html","Bonn Climate Change Conference - June 2014","","enb12598e_86","15-Jun-14"
"Brazil|Antigua and Barbuda|Canada|Samoa|New Zealand|Norway|Japan|China|Australia|Monaco|Maldives|Switzerland|Argentina","","PROTOCOL SIGNATURES","02-Jun-98","8th Session SBSTA & SBI","","European Union","http://www.iisd.ca/vol12/enb1277e.html","Eighth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","","enb1277e_1","02-Jun-98"
"","","IN THE CORRIDORS","10-Dec-03","UNFCCC COP-9","corridors","","http://www.iisd.ca/vol12/enb12228e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12228e_29","10-Dec-03"
"New Zealand","","Basket of methodological issues","06-Jun-11","SB 34","","","http://www.iisd.ca/vol12/enb12513e.html","UN Climate Change Conference June 2011","","enb12513e_85","17-Jun-11"
"","","SBI Conclusions","06-Jun-11","SB 34","","","http://www.iisd.ca/vol12/enb12513e.html","UN Climate Change Conference June 2011","","enb12513e_48","17-Jun-11"
"","","LDCs","11-Dec-08","COP 14","","","http://www.iisd.ca/vol12/enb12393e.html","UN Climate Change Conference - Poznań","sbi","enb12393e_23","11-Dec-08"
"Bolivia|Canada|Burkina Faso","","NATIONAL ADAPTATION PLANS (NAPs)","02-Jun-15","SB 42","","","http://www.iisd.ca/vol12/enb12629e.html","Bonn Climate Change Conference - June 2015","","enb12629e_17","02-Jun-15"
"China","","FINANCIAL MECHANISM:","07-Dec-08","COP/MOP3","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12347e.html","United Nations Climate Change Conference - Bali","","enb12347e_9","07-Dec-08"
"Solomon Islands|Switzerland","","New market-based mechanism (NMM)","03-Jun-13","SB 38","","","http://www.iisd.ca/vol12/enb12580e.html","Bonn Climate Change Conference - June 2013","","enb12580e_40","14-Jun-13"
"Mauritius|United Kingdom|Uruguay","Vulnerabilities and Impacts","NEEDS FOR TECHNOLOGIES","14-Jun-05","UNFCCC Technology for Adaptation Workshop","","","http://www.iisd.ca/vol12/enb12271e.html","UNFCCC seminar on the development and transfer of environmentally sound technologies for adaptation to climate change","","enb12271e_6","16-Jun-05"
"","","SYR PROGRESS REPORT:","06-Jun-12","IPCC-35","report","","http://www.iisd.ca/vol12/enb12547e.html","Thirty-fifth Session of the Intergovernmental Panel on Climate Change (IPCC)","ipcc","enb12547e_10","09-Jun-12"
"Pakistan|Venezuela|United Kingdom|United States|Japan|Australia|Kuwait|Canada|Mexico|Saudi Arabia|Azerbaijan|Turkey|Switzerland|China","","PROPOSED AMENDMENTS TO THE CONVENTION","20-Oct-97","8th Session of the AGBM, SBSTA 7, SBI 7","","Organisation for Economic Co.operation and Development|European Union","http://www.iisd.ca/vol12/enb1266e.html","Seventh Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI) Eighth Session of the Ad Hoc Group on the Berlin Mandate","","enb1266e_14","31-Oct-97"
"Sudan|United Kingdom|United States|Australia|Germany|Belgium|Spain|Norway|Switzerland","","IPCC PROGRAMME AND BUDGET FOR 2010-2014","11-Oct-10","IPCC 32","","","http://www.iisd.ca/vol12/enb12486e.html","Thirty-second Session of the Intergovernmental Panel on Climate Change (IPCC)","IPCC","enb12486e_3","14-Oct-10"
"China","","CDM :","17-Nov-06","COP/MOP2","","Group of 77|African Group|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12317e.html","UN Climate Change Conference – Nairobi 2006","","enb12317e_13","17-Nov-06"
"Congo","","Sub-paragraph 1(b)(v) of the BAP (various approaches to enhance the cost-effectiveness of, and to promote, mitigation actions)","04-Oct-10","AWGs","","","http://www.iisd.ca/vol12/enb12485e.html","Tianjin Climate Change Talks - October 2010","","enb12485e_10","09-Oct-10"
"","IPCC Governance","THE PREPARATION PROCESS - IPCC AT WORK","22-Sep-05","IPCC-24","","","http://www.iisd.ca/vol12/enb12278e.html","8th Session of WG-III and IPCC-24","ipcc","enb12278e_38","28-Sep-05"
"Denmark|Mexico|Philippines|Nicaragua|Norway|Japan|China|Tuvalu|Trinidad and Tobago|Angola|Peru|United Kingdom|Finland|Kenya|Bolivia","Legal Status of Agreeements","ITEMS 3, 4, 5 AND 6:","06-Jun-11","SB 34","","Group of 77","http://www.iisd.ca/vol12/enb12513e.html","UN Climate Change Conference June 2011","WORKING GROUP","enb12513e_101","17-Jun-11"
"United Kingdom|United States","","How to address further work on emission scenarios","26-Apr-06","IPCC-25","","","http://www.iisd.ca/vol12/enb12295e.html","IPCC-25","","enb12295e_7","28-Apr-06"
"Palau|Canada|Indonesia|Norway|Japan|Venezuela|Uganda|Liberia|Saudi Arabia|Switzerland|Germany|South Africa|Sudan|Argentina","","FINANCE ISSUES:","27-Aug-07","AWG 4","","European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12339e.html","Vienna Climate Change Talks 2007 - AWG 4 and the Dialogue 4","working group","enb12339e_8","31-Aug-07"
"France|United Kingdom","","UN AGENCIES:","13-Dec-08","COP/MOP3","","Alliance of Small Island States","http://www.iisd.ca/vol12/enb12352e.html","United Nations Climate Change Conference - Bali","cop","enb12352e_2","13-Dec-08"
"Zimbabwe|United Kingdom","","ORGANIZATIONAL MATTERS:","05-Oct-10","AWGs","","","http://www.iisd.ca/vol12/enb12480e.html","Tianjin Climate Change Talks - October 2010","working group","enb12480e_2","05-Oct-10"
"Russia|Iran|Argentina|United States|Germany|Brazil|Belgium|Canada|South Africa|Niger|Mexico|Slovenia|Austria|Sweden|Sudan|United Kingdom|Russian Federation|Lesotho|Philippines|Australia|Maldives|Netherlands|Saudi Arabia|Norway|Switzerland|France|China","IPCC Governance","Executive Committee","11-Oct-10","IPCC 32","","","http://www.iisd.ca/vol12/enb12486e.html","Thirty-second Session of the Intergovernmental Panel on Climate Change (IPCC)","","enb12486e_11","14-Oct-10"
"India|Iran|Venezuela|United Kingdom|Marshall Islands|United States|Japan|Australia|Zimbabwe|Ethiopia|Hungary|Georgia|Burkina Faso|Saudi Arabia|United Arab Emirates|China","Adverse Effects & Response Measure","ADVERSE EFFECTS AND IMPACTS OF RESPONSES","02-Jun-98","8th Session SBSTA & SBI, AG13 6","","Group of 77|Alliance of Small Island States|European Union","http://www.iisd.ca/vol12/enb1286e.html","Eighth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","","enb1286e_14","12-Jun-98"
"China|India|Bangladesh|Marshall Islands|United States|Japan|Bolivia|Brazil|Finland|Indonesia|Canada|South Africa|Colombia|Mexico|Belarus|United Kingdom|Philippines|Australia|Iceland|Indigenous Peoples|Saudi Arabia|Peru|Norway|Switzerland|Micronesia|New Zealand","","ANNEX I EMISSION REDUCTIONS (AWG-KP)","05-Jun-09","SB 30","","Group of 77|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12414e.html","Bonn Climate Change Talks - June 2009","","enb12414e_2","05-Jun-09"
"Canada","","REPORTING AND REVIEW OF INFORMATION FROM ANNEX I PARTIES TO THE PROTOCOL:","03-Dec-08","COP 14","","","http://www.iisd.ca/vol12/enb12387e.html","UN Climate Change Conference - Poznań","sbi","enb12387e_21","03-Dec-08"
"Russian Federation|Barbados|Canada|Russia","","FINANCIAL MECHANISM","17-Jun-02","SB-16","","European Union","http://www.iisd.ca/vol12/enb12200e.html","Sixteenth Sessions of the Subsidiary Bodies","SBI","enb12200e_50","17-Jun-02"
"","","MECHANISMS","17-Nov-00","COP-6","","","http://www.iisd.ca/vol12/enb12156e.html","Sixth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12156e_3","17-Nov-00"
"","","DEVELOPMENT & TRANSFER OF TECHNOLOGIES","20-Nov-00","COP-6","","","http://www.iisd.ca/vol12/enb12158e.html","Sixth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12158e_4","20-Nov-00"
"Mauritania|Samoa|Portugal|Tanzania|Uganda|Gambia|Switzerland|Mauritius","","Matters relating to LDCs:","07-Dec-04","UNFCCC COP-10","","European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12250e.html","Tenth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12250e_10","07-Dec-04"
"Argentina|Niger|Canada|Russian Federation|Morocco|Nigeria|Japan|China|Australia|Kuwait|Saudi Arabia|United Arab Emirates|Russia","UNFCCC Functioning","CLOSING PLENARY","12-Nov-01","COP-7","plenary","Group of 77|European Union","http://www.iisd.ca/vol12/enb12189e.html","Seventh Conference of the Parties to the UN Framework Convention on Climate Change","cop","enb12189e_69","12-Nov-01"
"","","SPILLOVER EFFECTS / POTENTIAL CONSEQUENCES:","11-Dec-08","COP 14","","","http://www.iisd.ca/vol12/enb12393e.html","UN Climate Change Conference - Poznań","working group","enb12393e_38","11-Dec-08"
"Brazil|Switzerland","","Greenhouse Gas Inventories:","14-Jun-02","SB-16","","","http://www.iisd.ca/vol12/enb12199e.html","Sixteenth Sessions of the Subsidiary Bodies","","enb12199e_1","14-Jun-02"
"","","Decision 10:","02-Oct-01","IPCC-18","","","http://www.iisd.ca/vol12/enb12177e.html","IPCC-18","","enb12177e_32","02-Oct-01"
"Canada","","SBSTA Conclusions","16-Jun-03","SB-18","","","http://www.iisd.ca/vol12/enb12219e.html","18th Session of the Subsidiary Bodies","","enb12219e_29","16-Jun-03"
"","","MITIGATION sub-paragraph 1(b)(iv) of the BAP (AWG-LCA ):","12-Dec-09","COP 15","","","http://www.iisd.ca/vol12/enb12453e.html","Copenhagen Climate Change Conference","","enb12453e_4","12-Dec-09"
"","","Issues Relating to the Implementation of Decision 1/CP.10","27-May-05","UNFCCC SB 22","","","http://www.iisd.ca/vol12/enb12269e.html","United Nations Framework Convention on Climate Change: Twenty-Second Session of the Subsidiary Bodies","","enb12269e_7","27-May-05"
"","","POST TAR WORK PROGRAMME","09-Apr-01","IPCC-17","","","http://www.iisd.ca/vol12/enb12165e.html","Seventeenth session of the Intergovernmental Panel on Climate Change (IPCC)","ipcc","enb12165e_5","09-Apr-01"
"Belarus|Argentina|Saudi Arabia|China","","ANY OTHER MATTERS","10-Dec-03","UNFCCC COP-9","","Group of 77","http://www.iisd.ca/vol12/enb12228e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12228e_28","10-Dec-03"
"United States|Japan|Australia|Brazil|Uganda|Niger|Saudi Arabia|Tanzania|Norway|Nigeria|Switzerland|New Zealand","","SBSTA","03-Jun-99","10th Session SBSTA & SBI","","European Union","http://www.iisd.ca/vol12/enb12102e.html","Tenth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","SBSTA","enb12102e_1","03-Jun-99"
"Kenya|Indonesia","","COP 13","04-Dec-08","COP/MOP3","","","http://www.iisd.ca/vol12/enb12344e.html","United Nations Climate Change Conference - Bali","","enb12344e_1","04-Dec-08"
"Argentina|Yemen|United States|El Salvador|Germany|Belgium|Nicaragua|Guatemala|Slovenia|Cambodia|Ghana|Morocco|Hungary|Guinea|Mozambique|Djibouti|Syria|United Arab Emirates|Bhutan|Honduras","","SUBSIDIARY BODY ON SCIENTIFIC AND TECHNOLOGICAL ADVICE","27-Feb-96","2nd Session SBSTA & SBI","","","http://www.iisd.ca/vol12/1226000e.html","Second Session Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","SBI/SBSTA","1226000e_1","04-Mar-96"
"Belgium|Gambia","","ARTICLE 6","29-Oct-02","COP-8","","","http://www.iisd.ca/vol12/enb12205e.html","Eighth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12205e_6","29-Oct-02"
"Brazil|Canada|China|Australia|United Kingdom|Bolivia","","LULUCF","12-Jun-00","SB-12","","Group of 77|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12132e.html","TWELFTH SESSION OF THE SUBSIDIARY BODIES OF THE UNFCCC","","enb12132e_5","12-Jun-00"
"","","COP Decision","29-Nov-10","COP 16","","","http://www.iisd.ca/vol12/enb12498e.html","Cancún Climate Change Conference","","enb12498e_82","11-Dec-10"
"Chad|Brazil|Norway|China|United Kingdom|Switzerland|South Africa","Extension of the Kyoto protocol","ANNEX I FURTHER COMMITMENTS:","26-Nov-12","COP 18","","Group of 77|Alliance of Small Island States|Umbrella Group|European Union|Environmental Integrity Group|Coalition for Rainforest Nations|African Group","http://www.iisd.ca/vol12/enb12567e.html","Doha Climate Change Conference - November 2012","WORKING GROUP","enb12567e_36","08-Dec-12"
